OBJECTID,LEASE_NUMBER,BUS_ASC_NAME,IBLA_APPEAL_FLAG,LEASE_EXPIR_DATE,LEASE_STATUS_CD,LEASE_EFF_DATE,LEASE_EXPT_EXPIR,LEASE_STATUS_CHANGE_DT,LEASE_SECT_AREA,LEASE_SEGR_FLAG,LSE_STAT_EFF_DT,SERIAL_TYPE_CODE,SEGR_XREF_NUM,RGN_APPEAL_FLAG,PEND_LITIG_FLAG,ROYALTY_RATE,INITIAL_AREA,MINERAL_TYPE_CD,BID_SYSTEM_CODE,BID_AMOUNT,PRIMARY_TERM,SALE_DATE,SALE_NUMBER,CURRENT_AREA,ACRE_HECTARE_CD,MMS_REGION_CODE,PROT_NUMBER,PROT_NAME,BLOCK_NUMBER,AREA_CODE,AC_LAB,DATUM_CODE,TRACT_NUMBER,MMS_PLAN_AREA_CD,LEASE_IS_ACTIVE,NOTES,Shape__Area,Shape__Length
1,Y01129,TEXACO,,1994/04/25 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1994/04/25 00:00:00+00,0,N,1994/04/25 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,502250,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-03,Barter Island                                               ,985,BI,BI985,0,1129,BFT,N,,0.00541897290077031,0.337942218780135
2,Y01151,TEXACO,,1994/04/25 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1994/04/25 00:00:00+00,0,N,1994/04/25 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,171405,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-05,Demarcation Point                                           ,19,DP,DP19,0,1151,BFT,N,,0.00540767109941953,0.337408944673271
3,Y01150,SHELL,,1992/04/28 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1992/04/28 00:00:00+00,0,N,1992/04/28 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,210000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-05,Demarcation Point                                           ,18,DP,DP18,0,1150,BFT,N,,0.00540777715013974,0.337421320456266
4,Y01103,PHILLIPS,,1998/04/30 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1998/04/30 00:00:00+00,2259.14,N,1998/04/30 00:00:00+00,L,,,,12.5,2259.14,O&G,R 1/8,141300,10,1988/03/16 00:00:00+00,97,2259.14,H,Y,NR06-04,Flaxman Island                                              ,7580,FI,FI7580,0,1103,BFT,N,,0.00536872034990665,0.334745348692802
5,Y01104,PHILLIPS,,1998/04/30 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1998/04/30 00:00:00+00,1846.35,N,1998/04/30 00:00:00+00,L,,,,12.5,1846.35,O&G,R 1/8,410300,10,1988/03/16 00:00:00+00,97,1846.35,H,Y,NR06-04,Flaxman Island                                              ,7600,FI,FI7600,0,1104,BFT,N,,0.0043780179003079,0.324899770859475
6,Y01106,PHILLIPS,,1998/04/30 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1998/04/30 00:00:00+00,453.75,N,1998/04/30 00:00:00+00,L,,,,12.5,453.75,O&G,R 1/8,34050,10,1988/03/16 00:00:00+00,97,453.75,H,Y,NR06-04,Flaxman Island                                              ,8020,FI,FI8020,0,1106,BFT,N,,0.00107650920563174,0.272214754430808
7,Y01107,PHILLIPS,,1998/04/30 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1998/04/30 00:00:00+00,1886.07,N,1998/04/30 00:00:00+00,L,,,,12.5,1886.07,O&G,R 1/8,1651000,10,1988/03/16 00:00:00+00,97,1886.07,H,Y,NR06-04,Flaxman Island                                              ,8030,FI,FI8030,0,1107,BFT,N,,0.00447231694761285,0.319257484530895
8,Y01108,PHILLIPS,,1998/04/30 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1998/04/30 00:00:00+00,0,N,1998/04/30 00:00:00+00,L,,,,12.5,533.12,O&G,R 1/8,38200,10,1988/03/16 00:00:00+00,97,533.12,H,Y,NR06-04,Flaxman Island                                              ,804,FI,FI804,0,1108,BFT,N,,0.00126489004742325,0.210909012412317
9,Y01111,PHILLIPS,,1998/04/30 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1998/04/30 00:00:00+00,1649.64,N,1998/04/30 00:00:00+00,L,,,,12.5,1649.64,O&G,R 1/8,815100,10,1988/03/16 00:00:00+00,97,1649.64,H,Y,NR06-04,Flaxman Island                                              ,8470,FI,FI8470,0,1111,BFT,N,,0.00390378930569568,0.374830488162827
10,Y01092,UNION,,1993/12/20 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1993/12/20 00:00:00+00,0,N,1993/12/20 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,23388000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR06-04,Flaxman Island                                              ,412,FI,FI412,0,1092,BFT,N,,0.00556571664947114,0.344966803553802
11,Y01093,AMOCO,,1993/12/20 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1993/12/20 00:00:00+00,0,N,1993/12/20 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,7650000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR06-04,Flaxman Island                                              ,413,FI,FI413,0,1093,BFT,N,,0.00556503770076233,0.344975991902306
12,Y01094,AMOCO,,1993/04/05 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1993/04/05 00:00:00+00,0,N,1993/04/05 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,156000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR06-04,Flaxman Island                                              ,414,FI,FI414,0,1094,BFT,N,,0.00556418910036882,0.344977782521684
13,Y01095,CONOCO,,1994/04/20 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1994/04/20 00:00:00+00,0,N,1994/04/20 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,148685,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR06-04,Flaxman Island                                              ,448,FI,FI448,0,1095,BFT,N,,0.00555701099983708,0.344362132518418
14,Y01096,CONOCO,,1994/04/20 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1994/04/20 00:00:00+00,0,N,1994/04/20 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,272520,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR06-04,Flaxman Island                                              ,449,FI,FI449,0,1096,BFT,N,,0.0055561065000802,0.344351119859907
15,Y01097,UNION,,1993/12/20 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1993/12/20 00:00:00+00,0,N,1993/12/20 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,4730000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR06-04,Flaxman Island                                              ,456,FI,FI456,0,1097,BFT,N,,0.0055538663009429,0.34441384768841
16,Y01098,SHELL,,1993/12/20 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1993/12/20 00:00:00+00,0,N,1993/12/20 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,11787000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR06-04,Flaxman Island                                              ,457,FI,FI457,0,1098,BFT,N,,0.00555379439992976,0.344430595503102
17,Y01099,AMOCO,,1993/04/05 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1993/04/05 00:00:00+00,0,N,1993/04/05 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,215000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR06-04,Flaxman Island                                              ,458,FI,FI458,0,1099,BFT,N,,0.00555248174896406,0.344430920608768
18,Y01113,TEXACO,,1992/04/09 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1992/04/09 00:00:00+00,0,N,1992/04/09 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,156315,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-03,Barter Island                                               ,447,BI,BI447,0,1113,BFT,N,,0.00555316634927294,0.344443193298123
19,Y01100,SHELL,,1993/04/05 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1993/04/05 00:00:00+00,0,N,1993/04/05 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,149000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR06-04,Flaxman Island                                              ,501,FI,FI501,0,1100,BFT,N,,0.00554148435003299,0.343876400105047
20,Y01101,UNION,,1993/04/05 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1993/04/05 00:00:00+00,0,N,1993/04/05 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,168000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR06-04,Flaxman Island                                              ,502,FI,FI502,0,1101,BFT,N,,0.00554125090002344,0.343887493582368
21,Y01114,TEXACO,,1992/04/09 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1992/04/09 00:00:00+00,0,N,1992/04/09 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,205550,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-03,Barter Island                                               ,491,BI,BI491,0,1114,BFT,N,,0.00554085444946395,0.34388875264257
22,Y01102,PHILLIPS,,1998/12/30 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,2008/06/16 00:00:00+00,1998/12/30 00:00:00+00,0,N,1998/12/30 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,202610,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR06-04,Flaxman Island                                              ,717,FI,FI717,0,1102,BFT,N,,0.00548556149988144,0.341137671749739
23,Y01131,UNION,,,NO-ISS,,,,0,N,,L,,,,12.5,2304,O&G,R 1/8,144300,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-04,Mackenzie Canyon North                                      ,750,0K,0K750,0,1131,BFT,N,,0.00547495990031166,0.340494388373618
24,Y01132,SHELL WESTERN E&P INC,,,NO-ISS,,,,0,N,,L,,,,12.5,2304,O&G,R 1/8,215000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-04,Mackenzie Canyon North                                      ,797,0K,0K797,0,1132,BFT,N,,0.00546420959926763,0.340025139826076
25,Y01115,ARCO,,1992/03/26 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1992/03/26 00:00:00+00,0,N,1992/03/26 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,147741,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-03,Barter Island                                               ,803,BI,BI803,0,1115,BFT,N,,0.00546248904902313,0.34007774043881
26,Y01133,SHELL,,,NO-ISS,,,,0,N,,L,,,,12.5,2304,O&G,R 1/8,147000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-04,Mackenzie Canyon North                                      ,837,0K,0K837,0,1133,BFT,N,,0.00545165414951043,0.339390920637633
27,Y01134,SHELL,,,NO-ISS,,,,0,N,,L,,,,12.5,2304,O&G,R 1/8,215000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-04,Mackenzie Canyon North                                      ,838,0K,0K838,0,1134,BFT,N,,0.0054519300992979,0.339424431601808
28,Y01135,SHELL,,,NO-ISS,,,,0,N,,L,,,,12.5,2304,O&G,R 1/8,429000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-04,Mackenzie Canyon North                                      ,839,0K,0K839,0,1135,BFT,N,,0.0054524613005924,0.339451239303027
29,Y01136,SHELL,,,NO-ISS,,,,0,N,,L,,,,12.5,2304,O&G,R 1/8,171000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-04,Mackenzie Canyon North                                      ,840,0K,0K840,0,1136,BFT,N,,0.00545324265112868,0.339491491180221
30,Y01137,SHELL,,,NO-ISS,,,,0,N,,L,,,,12.5,2304,O&G,R 1/8,215000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-04,Mackenzie Canyon North                                      ,841,0K,0K841,0,1137,BFT,N,,0.00545364800018433,0.339515105773067
31,Y01120,SHELL,,1992/04/28 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1992/04/28 00:00:00+00,0,N,1992/04/28 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,239000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-03,Barter Island                                               ,904,BI,BI904,0,1120,BFT,N,,0.00543961665152892,0.338850806251417
32,Y01138,SHELL,,,NO-ISS,,,,0,N,,L,,,,12.5,2304,O&G,R 1/8,477000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-04,Mackenzie Canyon North                                      ,881,0K,0K881,0,1138,BFT,N,,0.00544003199865983,0.33885085773698
33,Y01119,SHELL,,1992/04/28 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1992/04/28 00:00:00+00,0,N,1992/04/28 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,239000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-03,Barter Island                                               ,903,BI,BI903,0,1119,BFT,N,,0.00544030669971107,0.338884060160849
34,Y01118,CONOCO,,1991/12/20 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1991/12/20 00:00:00+00,0,N,1991/12/20 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,152720,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-03,Barter Island                                               ,902,BI,BI902,0,1118,BFT,N,,0.0054410522498074,0.338920809234283
35,Y01139,SHELL,,,NO-ISS,,,,0,N,,L,,,,12.5,2304,O&G,R 1/8,215000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-04,Mackenzie Canyon North                                      ,883,0K,0K883,0,1139,BFT,N,,0.00544063545112294,0.338921224073179
36,Y01140,SHELL,,,NO-ISS,,,,0,N,,L,,,,12.5,2304,O&G,R 1/8,215000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-04,Mackenzie Canyon North                                      ,884,0K,0K884,0,1140,BFT,N,,0.00544120800077508,0.338951272069445
37,Y01126,SHELL,,1992/04/28 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1992/04/28 00:00:00+00,0,N,1992/04/28 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,161000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-03,Barter Island                                               ,947,BI,BI947,0,1126,BFT,N,,0.0054295343998092,0.338364192368485
38,Y01142,SHELL,,,NO-ISS,,,,0,N,,L,,,,12.5,2304,O&G,R 1/8,177000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-04,Mackenzie Canyon North                                      ,926,0K,0K926,0,1142,BFT,N,,0.00542911360025755,0.338364224157014
39,Y01125,CONOCO,,1991/12/20 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1991/12/20 00:00:00+00,0,N,1991/12/20 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,207680,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-03,Barter Island                                               ,946,BI,BI946,0,1125,BFT,N,,0.00543027524963691,0.338400913471525
40,Y01143,SHELL,,,NO-ISS,,,,0,N,,L,,,,12.5,2304,O&G,R 1/8,177000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-04,Mackenzie Canyon North                                      ,927,0K,0K927,0,1143,BFT,N,,0.00543007159831177,0.338410896381437
41,Y01124,CONOCO,,1991/12/20 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1991/12/20 00:00:00+00,0,N,1991/12/20 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,167280,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-03,Barter Island                                               ,945,BI,BI945,0,1124,BFT,N,,0.00542978120029147,0.338400817360861
42,Y01144,SHELL,,,NO-ISS,,,,0,N,,L,,,,12.5,2304,O&G,R 1/8,157000,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-04,Mackenzie Canyon North                                      ,928,0K,0K928,0,1144,BFT,N,,0.00543065120018582,0.338440867172816
43,Y01123,TEXACO,,1994/04/25 00:00:00+00,RELINQ,1988/05/01 00:00:00+00,1998/04/30 00:00:00+00,1994/04/25 00:00:00+00,0,N,1994/04/25 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,171405,10,1988/03/16 00:00:00+00,97,2304,H,Y,NR07-03,Barter Island                                               ,941,BI,BI941,0,1123,BFT,N,,0.0054308092003339,0.338473160157957
44,Y00072,EXXON,,1978/12/29 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1978/12/29 00:00:00+00,0,N,1978/12/29 00:00:00+00,L,,,,16.66667,2304,O&G,R 1/6,1015000,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO07-01,Icy Bay                                                     ,414,IB,IB414,0,39169,GOA,N,,0.00366279324953211,0.256248194302481
45,Y00073,GULF OIL,,1979/05/30 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1979/05/30 00:00:00+00,0,N,1979/05/30 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,2016000,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO06-02,Middleton Island                                            ,296,MI,MI296,0,39197,GOA,N,,0.00367911734974768,0.256939922760808
46,Y00074,EXXON,,1980/05/29 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1980/05/29 00:00:00+00,0,N,1980/05/29 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,212000,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO06-02,Middleton Island                                            ,297,MI,MI297,0,39198,GOA,N,,0.003679189650029,0.256942068561587
47,Y00075,EXXON,,1980/05/29 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1980/05/29 00:00:00+00,0,N,1980/05/29 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,182000,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO06-02,Middleton Island                                            ,298,MI,MI298,0,39199,GOA,N,,0.00367906095107173,0.256935168227207
48,Y00076,EXXON,,1979/05/30 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1979/05/30 00:00:00+00,0,N,1979/05/30 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,2261850,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO06-02,Middleton Island                                            ,299,MI,MI299,0,39200,GOA,N,,0.00367978534814029,0.256958693953482
49,Y00077,MOBIL,,1979/05/30 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1979/05/30 00:00:00+00,0,N,1979/05/30 00:00:00+00,L,,,,16.6666667,391.15,O&G,R 1/6,269700,5,1976/04/13 00:00:00+00,39,391.15,H,Y,NO06-02,Middleton Island                                            ,300,MI,MI300,0,39201,GOA,N,,0.00367989820006187,0.256963255505935
50,Y00078,SHELL,,1980/02/06 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1980/02/06 00:00:00+00,0,N,1980/02/06 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,3130000,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO06-02,Middleton Island                                            ,340,MI,MI340,0,39202,GOA,N,,0.00367436995020398,0.256719266069881
51,Y00079,PLACID,,1978/11/15 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1978/11/15 00:00:00+00,0,N,1978/11/15 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,4134600,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO06-02,Middleton Island                                            ,342,MI,MI342,0,39203,GOA,N,,0.00367474094946374,0.256725099887939
52,Y00080,EXXON,,1980/05/29 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1980/05/29 00:00:00+00,0,N,1980/05/29 00:00:00+00,L,,,,16.66667,2304,O&G,R 1/6,7410000,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO06-02,Middleton Island                                            ,343,MI,MI343,0,39204,GOA,N,,0.00367504435052979,0.256738698199063
53,Y00081,MOBIL,,1979/05/30 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1979/05/30 00:00:00+00,0,N,1979/05/30 00:00:00+00,L,,,,16.6666667,495.38,O&G,R 1/6,643560,5,1976/04/13 00:00:00+00,39,495.38,H,Y,NO06-02,Middleton Island                                            ,344,MI,MI344,0,39205,GOA,N,,0.00367537030069798,0.256753053536479
54,Y00061,SHELL,,1979/12/05 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1979/12/05 00:00:00+00,0,N,1979/12/05 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,1541250,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO07-01,Icy Bay                                                     ,337,IB,IB337,0,3945,GOA,N,,0.00367339394961164,0.256696295426166
55,Y00071,EXXON,,1978/12/29 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1978/12/29 00:00:00+00,0,N,1978/12/29 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,802000,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO07-01,Icy Bay                                                     ,413,IB,IB413,0,39168,GOA,N,,0.00366227214908577,0.256225287774339
56,Y00005,SHELL,,1979/12/05 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1979/12/05 00:00:00+00,0,N,1979/12/05 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,205102,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO07-01,Icy Bay                                                     ,68,IB,IB68,0,39026,GOA,N,,0.00370126114921732,0.258006586345792
57,Y00006,SHELL,,1979/12/05 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1979/12/05 00:00:00+00,0,N,1979/12/05 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,1541250,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO07-01,Icy Bay                                                     ,69,IB,IB69,0,39027,GOA,N,,0.00370145669967314,0.258013901616271
58,Y00007,SHELL,,1978/11/29 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1978/11/29 00:00:00+00,0,N,1978/11/29 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,41104000,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO07-01,Icy Bay                                                     ,72,IB,IB72,0,39030,GOA,N,,0.00370206959996722,0.25801910318706
59,Y00008,SHELL,,1978/11/29 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1978/11/29 00:00:00+00,0,N,1978/11/29 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,20630000,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO07-01,Icy Bay                                                     ,73,IB,IB73,0,39031,GOA,N,,0.00370229409872991,0.258028713481057
60,Y00010,GULF OIL,,1980/09/30 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1980/09/30 00:00:00+00,0,N,1980/09/30 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,40799232,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO07-01,Icy Bay                                                     ,105,IB,IB105,0,39041,GOA,N,,0.00369536759990297,0.257774704588245
61,Y00011,SHELL,,1979/05/17 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1979/05/17 00:00:00+00,0,N,1979/05/17 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,61880000,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO07-01,Icy Bay                                                     ,106,IB,IB106,0,39042,GOA,N,,0.00369526130089071,0.257778171515086
62,Y00012,SHELL,,1979/05/17 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1979/05/17 00:00:00+00,0,N,1979/05/17 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,1052000,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO07-01,Icy Bay                                                     ,107,IB,IB107,0,39043,GOA,N,,0.0036960094494134,0.257800854595203
63,Y00013,SHELL,,1978/11/29 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1978/11/29 00:00:00+00,0,N,1978/11/29 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,15337500,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO07-01,Icy Bay                                                     ,110,IB,IB110,0,39046,GOA,N,,0.00369597179906123,0.257783563788234
64,Y00014,SHELL,,1978/11/29 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1978/11/29 00:00:00+00,0,N,1978/11/29 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,17011500,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO07-01,Icy Bay                                                     ,111,IB,IB111,0,39047,GOA,N,,0.00369635184961226,0.257790065116222
65,Y00015,ARCO,,,REJECT,,,,0,N,1976/04/22 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,1011500,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO07-01,Icy Bay                                                     ,116,IB,IB116,0,39052,GOA,N,,0.00369730940110458,0.25779948202251
66,Y00016,EXXON,,1980/05/29 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1980/05/29 00:00:00+00,0,N,1980/05/29 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,151000,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO07-01,Icy Bay                                                     ,117,IB,IB117,0,39053,GOA,N,,0.00369733440038544,0.257798336869236
67,Y00017,SHELL,,1979/12/05 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1979/12/05 00:00:00+00,0,N,1979/12/05 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,1022500,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO07-01,Icy Bay                                                     ,118,IB,IB118,0,39054,GOA,N,,0.00369758859869762,0.257808779952108
68,Y00018,SHELL,,1979/12/05 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1979/12/05 00:00:00+00,0,N,1979/12/05 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,5152250,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO07-01,Icy Bay                                                     ,119,IB,IB119,0,39055,GOA,N,,0.00369762704940513,0.257810052442378
69,Y00019,GULF OIL,,1980/09/30 00:00:00+00,RELINQ,1976/06/01 00:00:00+00,1981/05/31 00:00:00+00,1980/09/30 00:00:00+00,0,N,1980/09/30 00:00:00+00,L,,,,16.6666667,2304,O&G,R 1/6,8566272,5,1976/04/13 00:00:00+00,39,2304,H,Y,NO07-01,Icy Bay                                                     ,120,IB,IB120,0,39056,GOA,N,,0.0036981070506954,0.257821346423709
