OBJECTID,LEASE_NUMBER,BUS_ASC_NAME,IBLA_APPEAL_FLAG,LEASE_EXPIR_DATE,LEASE_STATUS_CD,LEASE_EFF_DATE,LEASE_EXPT_EXPIR,LEASE_STATUS_CHANGE_DT,LEASE_SECT_AREA,LEASE_SEGR_FLAG,LSE_STAT_EFF_DT,SERIAL_TYPE_CODE,SEGR_XREF_NUM,RGN_APPEAL_FLAG,PEND_LITIG_FLAG,ROYALTY_RATE,INITIAL_AREA,MINERAL_TYPE_CD,BID_SYSTEM_CODE,BID_AMOUNT,PRIMARY_TERM,SALE_DATE,SALE_NUMBER,CURRENT_AREA,ACRE_HECTARE_CD,MMS_REGION_CODE,PROT_NUMBER,PROT_NAME,BLOCK_NUMBER,AREA_CODE,AC_LAB,DATUM_CODE,TRACT_NUMBER,MMS_PLAN_AREA_CD,LEASE_IS_ACTIVE,NOTES,Shape__Area,Shape__Length
370,Y00950,ARCO,,1991/10/25 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1991/10/25 00:00:00+00,1276.06,N,1991/10/25 00:00:00+00,L,,,,12.5,1276.06,O&G,R 1/8,878000,10,1984/08/22 00:00:00+00,87,1276.06,H,Y,NR07-03,Barter Island                                               ,935,BI,BI935,0,950,BFT,N,,0.00300895185500849,0.34810887639752
371,Y00800,EXXON,,1989/07/31 00:00:00+00,RELINQ,1984/10/01 00:00:00+00,1994/09/30 00:00:00+00,1989/07/31 00:00:00+00,438.9,N,1989/07/31 00:00:00+00,L,,,,16.6666667,438.9,O&G,R 1/6,285000,10,1984/08/22 00:00:00+00,87,438.9,H,Y,NR05-03,Teshekpuk                                                   ,44D,TE,TE44D,0,800,BFT,N,,0.000764759399316972,0.406485270856789
372,Y00818,EXXON,,1989/07/31 00:00:00+00,RELINQ,1984/10/01 00:00:00+00,1994/09/30 00:00:00+00,1989/07/31 00:00:00+00,503.69,N,1989/07/31 00:00:00+00,L,,,,16.6666667,503.69,O&G,R 1/6,327000,10,1984/08/22 00:00:00+00,87,503.69,H,Y,NR05-04,Harrison Bay                                                ,2 DE,HB,HB2 DE,0,818,BFT,N,,0.00230823079618858,0.628470733163026
373,Y00896,ARCO,,1992/10/28 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1992/10/28 00:00:00+00,1474.16,N,1992/10/28 00:00:00+00,L,,,,12.5,1474.16,O&G,R 1/8,1217000,10,1984/08/22 00:00:00+00,87,1474.16,H,Y,NR06-04,Flaxman Island                                              ,816,FI,FI816,0,896,BFT,N,,0.00349256580466317,0.246033709762456
374,Y00833,PLACID,,1994/10/31 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1994/10/31 00:00:00+00,14.73,N,1994/10/31 00:00:00+00,L,,,,16.6666667,14.73,O&G,R 1/6,6885,10,1984/08/22 00:00:00+00,87,14.73,H,Y,NR06-03,Beechey Point                                               ,376 DE,BP,BP376 DE,0,833,BFT,N,,4.15827507822542e-05,0.0406225497668165
375,Y00929,ARCO,,1992/10/28 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1992/10/28 00:00:00+00,1021.86,N,1992/10/28 00:00:00+00,L,,,,12.5,1021.86,O&G,R 1/8,878000,10,1984/08/22 00:00:00+00,87,1021.86,H,Y,NR07-03,Barter Island                                               ,793,BI,BI793,0,929,BFT,N,,0.00241705831649597,0.226213792044962
376,Y00899,EXXON,,1991/09/26 00:00:00+00,RELINQ,1984/10/01 00:00:00+00,1994/09/30 00:00:00+00,1991/09/26 00:00:00+00,0,N,1991/09/26 00:00:00+00,L,,,,12.5,2084.64,O&G,R 1/8,813000,10,1984/08/22 00:00:00+00,87,2084.64,H,Y,NR06-04,Flaxman Island                                              ,640,FI,FI640,0,899,BFT,N,,0.00497777710006631,0.317966728069865
377,Y00882,UNION,,1989/10/26 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1989/10/26 00:00:00+00,0,N,1989/10/26 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,13679000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR06-04,Flaxman Island                                              ,723,FI,FI723,0,882,BFT,N,,0.00548252160024276,0.341184370895607
378,Y00883,ARCO,,1992/10/28 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1992/10/28 00:00:00+00,0,N,1992/10/28 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,2132000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR06-04,Flaxman Island                                              ,724,FI,FI724,0,883,BFT,N,,0.00548257860100421,0.341209899738283
379,Y00884,ARCO,,1992/10/28 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1992/10/28 00:00:00+00,0,N,1992/10/28 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,1237000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR06-04,Flaxman Island                                              ,726,FI,FI726,0,884,BFT,N,,0.00548091144901264,0.341220099804831
380,Y00914,ARCO,,1993/10/28 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1993/10/28 00:00:00+00,0,N,1993/10/28 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,866305,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,707,BI,BI707,0,914,BFT,N,,0.00548052864996862,0.341221686388737
381,Y00885,UNION,,1994/10/31 00:00:00+00,EXPIR,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1994/10/31 00:00:00+00,0,N,1994/10/31 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,4734720,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR06-04,Flaxman Island                                              ,727,FI,FI727,0,885,BFT,N,,0.00547982175066863,0.341233320457923
382,Y00913,AMOCO,,1994/10/31 00:00:00+00,EXPIR,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1994/10/31 00:00:00+00,0,N,1994/10/31 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,11762000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,706,BI,BI706,0,913,BFT,N,,0.00547984200056817,0.34123608303456
383,Y01725,ENCANA,,2008/12/22 00:00:00+00,RELINQ,2004/01/01 00:00:00+00,2013/12/31 00:00:00+00,2008/12/22 00:00:00+00,0,,2008/12/22 00:00:00+00,L,,,,12.5,2304,O&G,RS B3,437702,10,2003/09/24 00:00:00+00,186,2304,H,Y,NR05-01,Dease Inlet                                                 ,6967,DI,DI6967,1,01725,BFT,N,,0.00572651870061236,0.352257579561379
384,Y01726,ENCANA,,2008/12/22 00:00:00+00,RELINQ,2004/01/01 00:00:00+00,2013/12/31 00:00:00+00,2008/12/22 00:00:00+00,0,,2008/12/22 00:00:00+00,L,,,,12.5,2304,O&G,RS B3,185414,10,2003/09/24 00:00:00+00,186,2304,H,Y,NR05-01,Dease Inlet                                                 ,6968,DI,DI6968,1,01726,BFT,N,,0.00572686980012804,0.352243146178338
385,Y01727,ENCANA,,2008/12/22 00:00:00+00,RELINQ,2004/01/01 00:00:00+00,2013/12/31 00:00:00+00,2008/12/22 00:00:00+00,0,,2008/12/22 00:00:00+00,L,,,,12.5,2304,O&G,RS B3,67334,10,2003/09/24 00:00:00+00,186,2304,H,Y,NR05-01,Dease Inlet                                                 ,6969,DI,DI6969,1,01727,BFT,N,,0.00572722844935925,0.352252357071507
386,Y01728,ENCANA,,2008/12/22 00:00:00+00,RELINQ,2004/01/01 00:00:00+00,2013/12/31 00:00:00+00,2008/12/22 00:00:00+00,0,,2008/12/22 00:00:00+00,L,,,,12.5,2304,O&G,RS B3,111110,10,2003/09/24 00:00:00+00,186,2304,H,Y,NR05-01,Dease Inlet                                                 ,7018,DI,DI7018,1,01728,BFT,N,,0.0057137073490594,0.351651626111892
387,Y01729,ENCANA,,2008/12/22 00:00:00+00,RELINQ,2004/01/01 00:00:00+00,2013/12/31 00:00:00+00,2008/12/22 00:00:00+00,0,,2008/12/22 00:00:00+00,L,,,,12.5,2304,O&G,RS B3,67334,10,2003/09/24 00:00:00+00,186,2304,H,Y,NR05-01,Dease Inlet                                                 ,7019,DI,DI7019,1,01729,BFT,N,,0.00571452675012551,0.351661413366567
388,Y01730,ENCANA,,2008/12/22 00:00:00+00,RELINQ,2004/01/01 00:00:00+00,2013/12/31 00:00:00+00,2008/12/22 00:00:00+00,144.461,,2008/12/22 00:00:00+00,L,,,,12.5,2304,O&G,RS B3,86342,10,2003/09/24 00:00:00+00,186,2304,H,Y,NR06-03,Beechey Point                                               ,6572,BP,BP6572,1,01730,BFT,N,,0.00554521595040569,0.343761735261764
389,Y01731,ENCANA,,2008/12/22 00:00:00+00,RELINQ,2004/01/01 00:00:00+00,2013/12/31 00:00:00+00,2008/12/22 00:00:00+00,0,,2008/12/22 00:00:00+00,L,,,,12.5,197.028808,O&G,RS B1,21668,10,2003/09/24 00:00:00+00,186,197.028808,H,Y,NR06-03,Beechey Point                                               ,6622C,BP,BP6622C,1,01731,BFT,N,,0.00553359285004262,0.343221420183148
390,Y01732,ENCANA,,2008/12/22 00:00:00+00,RELINQ,2004/01/01 00:00:00+00,2013/12/31 00:00:00+00,2008/12/22 00:00:00+00,263.1,,2008/12/22 00:00:00+00,L,,,,12.5,2304,O&G,RS B3,109382,10,2003/09/24 00:00:00+00,186,2304,H,Y,NR06-03,Beechey Point                                               ,6623,BP,BP6623,1,01732,BFT,N,,0.00553349024994532,0.34321436574258
391,Y01948,REPSOL,,2016/05/26 00:00:00+00,RELINQ,2008/04/01 00:00:00+00,,2016/05/26 00:00:00+00,0,,2016/05/26 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,75050,10,2008/02/06 00:00:00+00,193,2304,H,Y,NS03-08,(Unnamed),6960,U2,U26960,1,01948,CHU,N,,0.00603141314968525,0.366510928359743
392,Y01949,REPSOL,,2016/05/26 00:00:00+00,RELINQ,2008/04/01 00:00:00+00,,2016/05/26 00:00:00+00,0,,2016/05/26 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,75050,10,2008/02/06 00:00:00+00,193,2304,H,Y,NS03-08,(Unnamed),6961,U2,U26961,1,01949,CHU,N,,0.00603070349916379,0.366521500607623
393,Y01950,REPSOL,,2016/05/26 00:00:00+00,RELINQ,2008/04/01 00:00:00+00,,2016/05/26 00:00:00+00,0,,2016/05/26 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,75050,10,2008/02/06 00:00:00+00,193,2304,H,Y,NS03-08,(Unnamed),6962,U2,U26962,1,01950,CHU,N,,0.00603055410010711,0.366536293485672
394,Y01951,REPSOL,,2016/05/26 00:00:00+00,RELINQ,2008/04/01 00:00:00+00,,2016/05/26 00:00:00+00,0,,2016/05/26 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,75050,10,2008/02/06 00:00:00+00,193,2304,H,Y,NS03-08,(Unnamed),7009,U2,U27009,1,01951,CHU,N,,0.00601654200090707,0.365822648767918
395,Y01549,MOBIL,,1995/08/29 00:00:00+00,RELINQ,1988/12/01 00:00:00+00,1998/11/28 00:00:00+00,1995/08/29 00:00:00+00,0,N,1995/08/29 00:00:00+00,L,,,,12.5,1968.58,O&G,R 1/8,1233000,10,1988/11/10 00:00:00+00,92,1968.58,H,Y,NO04-07,Chignik                                                     ,842,CH,CH842,0,1549,NAL,N,,0.00284226329949888,0.218123088353209
396,Y01531,CHEVRON,,1995/08/31 00:00:00+00,RELINQ,1988/11/01 00:00:00+00,1998/10/29 00:00:00+00,1995/08/31 00:00:00+00,0,N,1995/08/31 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,2744000,10,1988/11/10 00:00:00+00,92,2304,H,Y,NO03-08,Bristol Bay                                                 ,904,A1,A1904,0,1531,NAL,N,,0.00332655029887974,0.24056135089958
397,Y01532,CHEVRON,,1995/08/31 00:00:00+00,RELINQ,1988/12/01 00:00:00+00,1998/11/28 00:00:00+00,1995/08/31 00:00:00+00,0,N,1995/08/31 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,1216000,10,1988/11/10 00:00:00+00,92,2304,H,Y,NO03-08,Bristol Bay                                                 ,911,A1,A1911,0,1532,NAL,N,,0.00332539275041199,0.240527636802613
398,Y01533,CHEVRON,,1995/08/31 00:00:00+00,RELINQ,1988/11/01 00:00:00+00,1998/10/29 00:00:00+00,1995/08/31 00:00:00+00,0,N,1995/08/31 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,4507000,10,1988/11/10 00:00:00+00,92,2304,H,Y,NO03-08,Bristol Bay                                                 ,948,A1,A1948,0,1533,NAL,N,,0.00332326710031339,0.240401689144629
399,Y01534,CHEVRON,,1995/08/31 00:00:00+00,RELINQ,1988/11/01 00:00:00+00,1998/10/29 00:00:00+00,1995/08/31 00:00:00+00,0,N,1995/08/31 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,1507000,10,1988/11/10 00:00:00+00,92,2304,H,Y,NO03-08,Bristol Bay                                                 ,949,A1,A1949,0,1534,NAL,N,,0.00332325309955195,0.240401323247182
400,Y01329,TEXACO,,1993/12/30 00:00:00+00,RELINQ,1988/07/01 00:00:00+00,1998/06/30 00:00:00+00,1993/12/30 00:00:00+00,0,N,1993/12/30 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,227520,10,1988/05/25 00:00:00+00,109,2304,H,Y,NR03-01,Karo                                                        ,635,KR,KR635,0,1329,CHU,N,,0.00579026699870155,0.35520424008127
401,Y01321,SHELL,,1993/06/07 00:00:00+00,RELINQ,1988/07/01 00:00:00+00,1998/06/30 00:00:00+00,1993/06/07 00:00:00+00,0,N,1993/06/07 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,713300,10,1988/05/25 00:00:00+00,109,2304,H,Y,NR03-01,Karo                                                        ,592,KR,KR592,0,1321,CHU,N,,0.0058043044000442,0.355807481531737
402,Y01484,MARATHON,,1992/06/10 00:00:00+00,RELINQ,1988/07/01 00:00:00+00,1998/06/30 00:00:00+00,1992/06/10 00:00:00+00,0,N,1992/06/10 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,155303,10,1988/05/25 00:00:00+00,109,2304,H,Y,NR03-03,Colbert                                                     ,320,U4,U4320,0,1484,CHU,N,,0.00558996290055802,0.346021023998932
403,Y01501,AMOCO,,1991/12/30 00:00:00+00,RELINQ,1988/07/01 00:00:00+00,1998/06/30 00:00:00+00,1991/12/30 00:00:00+00,0,N,1991/12/30 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,145000,10,1988/05/25 00:00:00+00,109,2304,H,Y,NR03-04,Solivik Island                                              ,9,LI,LI9,0,1501,CHU,N,,0.00567650489938387,0.349952901432183
404,Y01330,SHELL,,1993/06/07 00:00:00+00,RELINQ,1988/07/01 00:00:00+00,1998/06/30 00:00:00+00,1993/06/07 00:00:00+00,0,N,1993/06/07 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,231300,10,1988/05/25 00:00:00+00,109,2304,H,Y,NR03-01,Karo                                                        ,636,KR,KR636,0,1330,CHU,N,,0.00579004350038304,0.355186999429014
405,Y01586,CHEVRON,,1998/12/30 00:00:00+00,RELINQ,1991/08/01 00:00:00+00,2006/09/13 00:00:00+00,1998/12/30 00:00:00+00,0,,1998/12/30 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,512997,10,1991/05/25 00:00:00+00,124,2304,H,Y,NR06-04,Flaxman Island                                              ,627,FI,FI627,1,1586,BFT,N,,0.00550944799942954,0.342202740003053
406,Y01588,CHEVRON,,1998/12/30 00:00:00+00,RELINQ,1991/08/01 00:00:00+00,2006/09/13 00:00:00+00,1998/12/30 00:00:00+00,0,,1998/12/30 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,1571513,10,1991/05/25 00:00:00+00,124,2304,H,Y,NR06-04,Flaxman Island                                              ,671,FI,FI671,1,1588,BFT,N,,0.00549781089921453,0.341660143753298
407,Y01593,ARCO,,1998/12/30 00:00:00+00,RELINQ,1991/08/01 00:00:00+00,2006/09/13 00:00:00+00,1998/12/30 00:00:00+00,0,,1998/12/30 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,1053205,10,1991/05/25 00:00:00+00,124,2304,H,Y,NR06-04,Flaxman Island                                              ,715,FI,FI715,1,1593,BFT,N,,0.00548619280016283,0.341120158725889
408,Y01594,ARCO,,1998/12/30 00:00:00+00,RELINQ,1991/08/01 00:00:00+00,2006/09/13 00:00:00+00,1998/12/30 00:00:00+00,0,,1998/12/30 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,313115,10,1991/05/25 00:00:00+00,124,2304,H,Y,NR06-04,Flaxman Island                                              ,716,FI,FI716,1,1594,BFT,N,,0.00548604470077407,0.341127468538239
409,Y01598,ARCO,,1994/07/26 00:00:00+00,RELINQ,1991/08/01 00:00:00+00,2001/07/31 00:00:00+00,1994/07/26 00:00:00+00,0,,1994/07/26 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,1201223,10,1991/05/25 00:00:00+00,124,2304,H,Y,NR06-04,Flaxman Island                                              ,761,FI,FI761,1,1598,BFT,N,,0.00547410984836461,0.340605237114181
410,Y01599,ARCO,,1994/07/26 00:00:00+00,RELINQ,1991/08/01 00:00:00+00,2001/07/31 00:00:00+00,1994/07/26 00:00:00+00,0,,1994/07/26 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,1369503,10,1991/05/25 00:00:00+00,124,2304,H,Y,NR06-04,Flaxman Island                                              ,763,FI,FI763,1,1599,BFT,N,,0.00547327720050816,0.340617545322893
411,Y01600,ARCO,,1994/07/26 00:00:00+00,RELINQ,1991/08/01 00:00:00+00,2001/07/31 00:00:00+00,1994/07/26 00:00:00+00,0,,1994/07/26 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,148075,10,1991/05/25 00:00:00+00,124,2304,H,Y,NR06-04,Flaxman Island                                              ,764,FI,FI764,1,1600,BFT,N,,0.00547250979980163,0.340617512565131
412,Y01601,ARCO,,1994/07/26 00:00:00+00,RELINQ,1991/08/01 00:00:00+00,2001/07/31 00:00:00+00,1994/07/26 00:00:00+00,0,,1994/07/26 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,1229727,10,1991/05/25 00:00:00+00,124,2304,H,Y,NR06-04,Flaxman Island                                              ,806,FI,FI806,1,1601,BFT,N,,0.00546309340006701,0.340085956689721
413,Y01602,ARCO,,1994/07/26 00:00:00+00,RELINQ,1991/08/01 00:00:00+00,2001/07/31 00:00:00+00,1994/07/26 00:00:00+00,0,,1994/07/26 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,221001,10,1991/05/25 00:00:00+00,124,2304,H,Y,NR06-04,Flaxman Island                                              ,807,FI,FI807,1,1602,BFT,N,,0.00546245949954027,0.340093022329029
414,Y01603,PHILLIPS,,1994/07/25 00:00:00+00,RELINQ,1991/08/01 00:00:00+00,2001/07/31 00:00:00+00,1994/07/25 00:00:00+00,0,,1994/07/25 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,154111,10,1991/05/25 00:00:00+00,124,2304,H,Y,NR06-04,Flaxman Island                                              ,811,FI,FI811,1,1603,BFT,N,,0.00545961349962454,0.340115141191721
415,Y01560,ARCO,,1993/07/26 00:00:00+00,RELINQ,1991/08/01 00:00:00+00,2001/07/31 00:00:00+00,1993/07/26 00:00:00+00,0,,1993/07/26 00:00:00+00,L,,,,12.5,1639.69,O&G,R 1/8,103001,10,1991/05/25 00:00:00+00,124,1639.69,H,Y,NR05-01,Dease Inlet                                                 ,779,DI,DI779,1,1560,BFT,N,,0.0057497804009472,0.353512196571392
416,Y01597,ARCO,,1994/07/26 00:00:00+00,RELINQ,1991/08/01 00:00:00+00,2001/07/31 00:00:00+00,1994/07/26 00:00:00+00,0,,1994/07/26 00:00:00+00,L,,,,12.5,2228.53,O&G,R 1/8,1592103,10,1991/05/25 00:00:00+00,124,2228.53,H,Y,NR06-04,Flaxman Island                                              ,760,FI,FI760,1,1597,BFT,N,,0.00547461600035604,0.340593972681673
417,Y01606,ARCO,,1996/07/24 00:00:00+00,RELINQ,1991/08/01 00:00:00+00,2001/07/31 00:00:00+00,1996/07/24 00:00:00+00,0,,1996/07/24 00:00:00+00,L,,,,12.5,778.58,O&G,R 1/8,50181,10,1991/05/25 00:00:00+00,124,778.58,H,Y,NR07-05,Demarcation Point                                           ,60G,DP,DP60G,1,1606,BFT,N,,0.00537407613592222,0.333449533998959
418,Y01571,ARCO,,1994/09/16 00:00:00+00,RELINQ,1991/08/01 00:00:00+00,2001/07/31 00:00:00+00,1994/09/16 00:00:00+00,0,,1994/09/16 00:00:00+00,L,,,,12.5,2207.67,O&G,R 1/8,147476,10,1991/05/25 00:00:00+00,124,2207.67,H,Y,NR06-03,Beechey Point                                               ,198,BP,BP198,1,1571,BFT,N,,0.00538642519950372,0.33656677767768
419,Y01595,ARCO,,1994/07/26 00:00:00+00,RELINQ,1991/08/01 00:00:00+00,2001/07/31 00:00:00+00,1994/07/26 00:00:00+00,0,,1994/07/26 00:00:00+00,L,,,,12.5,1033.11,O&G,R 1/8,725103,10,1991/05/25 00:00:00+00,124,1033.11,H,Y,NR06-04,Flaxman Island                                              ,758,FI,FI758,1,1595,BFT,N,,0.0109494635016745,0.594937385306087
420,Y01572,PETROFINA,,2000/07/18 00:00:00+00,RELINQ,1991/08/01 00:00:00+00,2001/07/31 00:00:00+00,2000/07/18 00:00:00+00,0,,2000/07/18 00:00:00+00,L,,,,12.5,2321.67,O&G,R 1/8,165000,10,1991/06/26 00:00:00+00,124,2321.67,H,Y,NR06-03,Beechey Point                                               ,241,BP,BP241,1,1572,BFT,N,,0.00564934864905808,0.432423315180552
421,Y01576,CHEVRON,,2003/07/28 00:00:00+00,RELINQ,1991/08/01 00:00:00+00,2003/12/14 00:00:00+00,2003/07/28 00:00:00+00,1368.90674,,2003/07/28 00:00:00+00,L,,,,12.5,1368.81,O&G,R 1/8,87029,10,1991/05/25 00:00:00+00,124,1368.90674,H,Y,NR06-03,Beechey Point                                               ,474G,BP,BP474G,1,1576,BFT,N,,0.00332589749632461,0.313786296253511
422,Y01587,PETROFINA,,2000/12/29 00:00:00+00,RELINQ,1991/08/01 00:00:00+00,2001/07/31 00:00:00+00,2000/12/29 00:00:00+00,0,,2000/12/29 00:00:00+00,L,,,,12.5,1080.33,O&G,R 1/8,70000,10,1991/05/25 00:00:00+00,124,1080.33,H,Y,NR06-04,Flaxman Island                                              ,666G,FI,FI666G,1,1587,BFT,N,,0.00257768334813591,0.293878344752069
423,Y01604,PHILLIPS,,2001/07/31 00:00:00+00,RELINQ,1991/08/01 00:00:00+00,2001/07/31 00:00:00+00,2001/07/31 00:00:00+00,0,,2001/07/31 00:00:00+00,L,,,,12.5,2230.95,O&G,R 1/8,146204,10,1991/05/25 00:00:00+00,124,2230.95,H,Y,NR06-04,Flaxman Island                                              ,849G,FI,FI849G,1,1604,BFT,N,,0.00527795520247309,0.331442479368777
424,Y00189,EXXON,,1985/12/26 00:00:00+00,RELINQ,1980/07/01 00:00:00+00,1990/06/30 00:00:00+00,1985/12/26 00:00:00+00,2087.99,N,1985/12/26 00:00:00+00,L,,,,0,2087.99,O&G,SS F,53139000,10,1979/12/11 00:00:00+00,BF,2087.99,H,Y,NR06-03,Beechey Point                                               ,64,BP,BP64,0,08F035,BFT,N,,0.0050005344019155,0.335519760155305
425,Y00191,EXXON,,1988/12/23 00:00:00+00,RELINQ,1980/07/01 00:00:00+00,1990/06/30 00:00:00+00,1988/12/23 00:00:00+00,1322.03,N,1988/12/23 00:00:00+00,L,,,,0,1322.03,O&G,SS F,143089000,10,1979/12/11 00:00:00+00,BF,1322.03,H,Y,NR06-03,Beechey Point                                               ,610,BP,BP610,0,08F037,BFT,N,,0.00315978745129541,0.320076019715914
426,Y00192,EXXON,,1989/12/14 00:00:00+00,RELINQ,1980/07/01 00:00:00+00,1990/06/30 00:00:00+00,1989/12/14 00:00:00+00,1543.09,N,1989/12/14 00:00:00+00,L,,,,0,1543.09,O&G,SS F,12229000,10,1979/12/11 00:00:00+00,BF,1543.09,H,Y,NR06-03,Beechey Point                                               ,655,BP,BP655,0,08F038,BFT,N,,0.00368815834735869,0.398654303994532
427,Y00193,EXXON,,1989/12/21 00:00:00+00,RELINQ,1980/07/01 00:00:00+00,1990/06/30 00:00:00+00,1989/12/21 00:00:00+00,1048.77,N,1989/12/21 00:00:00+00,L,,,,0,1048.77,O&G,SS F,12353000,10,1979/12/11 00:00:00+00,BF,1048.77,H,Y,NR06-03,Beechey Point                                               ,699,BP,BP699,0,08F039,BFT,N,,0.00250305719600874,0.317614377243576
428,Y00194,ARCO,,1989/07/31 00:00:00+00,RELINQ,1980/08/01 00:00:00+00,1990/07/31 00:00:00+00,1989/07/31 00:00:00+00,2181.88,N,1989/07/31 00:00:00+00,L,,,,0,2181.88,O&G,SS F,1500946,10,1979/12/11 00:00:00+00,BF,2181.88,H,Y,NR06-03,Beechey Point                                               ,700,BP,BP700,0,08F040,BFT,N,,0.00520774025244464,0.423168634356342
429,Y00195,ARCO,,1990/07/19 00:00:00+00,RELINQ,1980/08/01 00:00:00+00,1990/07/31 00:00:00+00,1990/07/19 00:00:00+00,1964.79,N,1990/07/19 00:00:00+00,L,,,,0,1964.79,O&G,SS F,8310101,10,1979/12/11 00:00:00+00,BF,1964.79,H,Y,NR06-03,Beechey Point                                               ,744,BP,BP744,0,08F041,BFT,N,,0.00467950939764705,0.325019749526027
430,Y00196,SHELL,,1990/07/19 00:00:00+00,RELINQ,1980/08/01 00:00:00+00,1990/07/31 00:00:00+00,1990/07/19 00:00:00+00,1688.31,N,1990/07/19 00:00:00+00,L,,,,0,1688.31,O&G,SS F,8108000,10,1979/12/11 00:00:00+00,BF,1688.31,H,Y,NR06-03,Beechey Point                                               ,745,BP,BP745,0,08F042,BFT,N,,0.00402216329621297,0.315619390939116
431,Y00197,ARCO,,1990/06/08 00:00:00+00,RELINQ,1980/07/01 00:00:00+00,1990/06/30 00:00:00+00,1990/06/08 00:00:00+00,709.12,N,1990/06/08 00:00:00+00,L,,,,0,709.12,O&G,SS F,3131914,10,1979/12/11 00:00:00+00,BF,709.12,H,Y,NR06-03,Beechey Point                                               ,788,BP,BP788,0,08F043,BFT,N,,0.00168850230238604,0.413425119440577
432,Y00176,EXXON,,1989/12/14 00:00:00+00,RELINQ,1980/07/01 00:00:00+00,1990/06/30 00:00:00+00,1989/12/14 00:00:00+00,1389.89,N,1989/12/14 00:00:00+00,L,,,,0,1389.89,O&G,SS F,114000,10,1979/12/11 00:00:00+00,BF,1389.89,H,Y,NR06-03,Beechey Point                                               ,472,BP,BP472,0,08F003,BFT,N,,0.00328434275070322,0.309087569272247
433,Y00177,ARCO,,1989/07/28 00:00:00+00,RELINQ,1980/08/01 00:00:00+00,1990/07/31 00:00:00+00,1989/07/28 00:00:00+00,1354.58,N,1989/07/28 00:00:00+00,L,,,,0,1354.58,O&G,SS F,211000,10,1979/12/11 00:00:00+00,BF,1354.58,H,Y,NR06-03,Beechey Point                                               ,473,BP,BP473,0,08F004,BFT,N,,0.00306547919990408,0.305703579835185
434,Y00178,SHELL,,1989/07/28 00:00:00+00,RELINQ,1980/08/01 00:00:00+00,1990/07/31 00:00:00+00,1989/07/28 00:00:00+00,1297.72,N,1989/07/28 00:00:00+00,L,,,,0,1297.72,O&G,SS F,211000,10,1979/12/11 00:00:00+00,BF,1297.72,H,Y,NR06-03,Beechey Point                                               ,474,BP,BP474,0,08F005,BFT,N,,0.00283501150079246,0.302143953372453
